uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,elevation,elevationUncertainty,geodeticDatum,altLocation,altLatitude,altLongitude,altCoordinateUncertainty,altGeodeticDatum,collectDate,aquaticSiteType,samplingImpractical,waterChemSamplesCollected,parentSampleID,eventID,samplerType,dissolvedOxygen,dissolvedOxygenSaturation,specificConductance,waterTemp,swcSamplingProtocolVersion,lowerSegmentDepth,upperSegmentDepth,maxDepth,lakeSampleDepth1,lakeSampleDepth2,aCollectedBy,bCollectedBy,remarks,fieldDataQF
"0e7dfa94-b3a1-43ba-8e3a-dfb0f9fd1944","D19","CARI","CARI.AOS.S2",65.153080,-147.501997,1.1,10.0,225.7,1.0,"WGS84",,,,,,"2024-09-03T18:30Z","stream",,"Y","CARI.SS.20240903","CARI.20240903","Grab",13.70,99.20,61.80,2.10,"NEON.DOC.002905vJ",,,,,,"0000-0003-3756-1381",,,
"f5c1a632-a1a2-421f-a50c-afa2662933f2","D19","CARI","CARI.AOS.S2",65.153080,-147.501997,1.1,10.0,225.7,1.0,"WGS84",,,,,,"2024-09-24T21:33Z","stream",,"Y","CARI.SS.20240924","CARI.20240924","Grab",13.19,98.30,69.30,2.80,"NEON.DOC.002905vJ",,,,,,"0009-0000-0654-6643","0000-0003-3756-1381",,
