uid,domainID,siteID,namedLocation,collectDate,parentSampleID,sampleID,replicateNumber,processedDate,processedDateFilters,sampleVolumeFiltered,shipmentTimeRange,filtSampleCond,filtSampleID,filtSampleCode,filtNutSampleCond,filtNutSampleID,filtNutSampleBarcode,rawSampleCond,rawSampleID,rawSampleCode,rawNutSampleCond,rawNutSampleID,rawNutSampleBarcode,pcnSampleCond,pcnSampleID,pcnSampleCode,fieldDataQF,remarks
"91cc1a9c-0685-4b44-ab6e-b177cb2d112f","D06","KING","KING.AOS.reach","2024-10-02T13:09Z","KING.RE.20241002","KING.RE.20241002",1,"2024-10-02T15:50Z",,,"within 24 hours of collection","Sample condition ok","KING.RE.20241002.FIL","A00000439148","Sample condition ok","KING.RE.20241002.FIL.NUT","B00000193536","Sample condition ok","KING.RE.20241002.RAW","A00000439149","Sample condition ok","KING.RE.20241002.RAW.NUT","B00000193537",,,,,
"c6cb90f2-6c69-444e-8273-1482a182f5b7","D06","KING","KING.AOS.reach","2024-10-28T14:01Z","KING.RE.20241028","KING.RE.20241028",1,"2024-10-28T14:01Z",,,"within 24 hours of collection","Sample condition ok","KING.RE.20241028.FIL","A00000439734","Sample condition ok","KING.RE.20241028.FIL.NUT","B00000193541","Sample condition ok","KING.RE.20241028.RAW","A00000439735","Sample condition ok","KING.RE.20241028.RAW.NUT","B00000193542",,,,,
