uid,domainID,siteID,namedLocation,collectDate,parentSampleID,sampleID,replicateNumber,processedDate,processedDateFilters,sampleVolumeFiltered,shipmentTimeRange,filtSampleCond,filtSampleID,filtSampleCode,filtNutSampleCond,filtNutSampleID,filtNutSampleBarcode,rawSampleCond,rawSampleID,rawSampleCode,rawNutSampleCond,rawNutSampleID,rawNutSampleBarcode,pcnSampleCond,pcnSampleID,pcnSampleCode,fieldDataQF,remarks
"f6439742-1f77-43df-92fd-ff306c380548","D16","MCRA","MCRA.AOS.S2","2018-06-21T15:30Z","MCRA.SS.20180621","MCRA.SS.20180621",1,"2018-06-21T16:13Z","2018-06-21T16:13Z",1500.0,,"Sample condition ok","MCRA.SS.20180621.FIL","A00000024545",,,,"Sample condition ok","MCRA.SS.20180621.RAW","A00000024561",,,,"Sample condition ok","MCRA.SS.20180621.PCN","A00000024546",,
"9964e8f2-60dd-435a-acb1-1b0d58ea0ee8","D16","MCRA","MCRA.AOS.S2","2018-06-26T17:43Z","MCRA.SS.20180626","MCRA.SS.20180626",1,"2018-06-26T17:43Z","2018-06-26T17:43Z",1500.0,,"Sample condition ok","MCRA.SS.20180626.FIL","A00000024564",,,,"Sample condition ok","MCRA.SS.20180626.RAW","A00000024552",,,,"Sample condition ok","MCRA.SS.20180626.PCN","A00000024553",,
