uid,domainID,siteID,namedLocation,collectDate,parentSampleID,parentSampleCode,isotopePOMRep2SampleCond,isotopePOMRep2SampleID,isotopePOMRep2SampleCode,isotopePOMSampleCond,isotopePOMSampleID,isotopePOMSampleCode,processedDateFilters,sampleVolumeFilteredPOMRep1,sampleVolumeFilteredPOMRep2,fieldDataQF
"0cacdbcf-36d5-4760-8762-3de212c9af5c","D01","HOPB","HOPB.AOS.S2","2022-05-10T14:06Z","HOPB.SS.20220510",,"Sample condition ok","HOPB.SS.20220510.POM.2","A00000153280","Sample condition ok","HOPB.SS.20220510.POM.1","A00000157740","2022-05-10T16:53Z",750,750,
"62ba5063-b690-4155-b035-cfd265f9f6c6","D01","HOPB","HOPB.AOS.S2","2022-05-17T13:53Z","HOPB.SS.20220517",,"Sample condition ok","HOPB.SS.20220517.POM.2","A00000153281","Sample condition ok","HOPB.SS.20220517.POM.1","A00000153282","2022-05-17T16:30Z",450,450,
