uid,domainID,siteID,namedLocation,collectDate,parentSampleID,parentSampleCode,isotopePOMRep2SampleCond,isotopePOMRep2SampleID,isotopePOMRep2SampleCode,isotopePOMSampleCond,isotopePOMSampleID,isotopePOMSampleCode,processedDateFilters,sampleVolumeFilteredPOMRep1,sampleVolumeFilteredPOMRep2,fieldDataQF
"667506e4-0662-47e9-9a58-1f84c1dd1e5c","D02","POSE","POSE.AOS.S2","2019-04-02T12:48Z","POSE.SS.20190402",,"Sample condition ok","POSE.SS.20190402.POM.2","A00000034078","Sample condition ok","POSE.SS.20190402.POM.1","A00000034077","2019-04-02T14:11Z",500,500,
"7131e3f5-4f8f-43af-9f88-d0595849926c","D02","POSE","POSE.AOS.S2","2019-04-23T12:51Z","POSE.SS.20190423",,"Sample condition ok","POSE.SS.20190423.POM.2","A00000033906","Sample condition ok","POSE.SS.20190423.POM.1","A00000033905","2019-04-23T15:09Z",250,250,
"6ec8040b-c08d-463e-be2f-b776b2211562","D02","POSE","POSE.AOS.S2","2019-04-30T12:42Z","POSE.SS.20190430",,"Sample condition ok","POSE.SS.20190430.POM.2","A00000033864","Sample condition ok","POSE.SS.20190430.POM.1","A00000033865","2019-04-30T14:04Z",250,250,
