uid,domainID,siteID,namedLocation,collectDate,parentSampleID,parentSampleCode,isotopePOMRep2SampleCond,isotopePOMRep2SampleID,isotopePOMRep2SampleCode,isotopePOMSampleCond,isotopePOMSampleID,isotopePOMSampleCode,processedDateFilters,sampleVolumeFilteredPOMRep1,sampleVolumeFilteredPOMRep2,fieldDataQF
"46b80412-5e7c-4da0-8392-3e1892e06b47","D02","POSE","POSE.AOS.S2","2024-10-01T12:37Z","POSE.SS.20241001",,"Sample condition ok","POSE.SS.20241001.POM.2","A00000371941","Sample condition ok","POSE.SS.20241001.POM.1","A00000371940","2024-10-01T14:43Z",300,300,
"cdcc0318-d47b-444b-9562-d7a51011d37e","D02","POSE","POSE.AOS.S2","2024-10-08T13:23Z","POSE.SS.20241008",,"Sample condition ok","POSE.SS.20241008.POM.2","A00000371946","Sample condition ok","POSE.SS.20241008.POM.1","A00000371945","2024-10-08T15:11Z",400,400,
