uid,domainID,siteID,namedLocation,collectDate,parentSampleID,sampleID,replicateNumber,processedDate,processedDateFilters,sampleVolumeFiltered,shipmentTimeRange,filtSampleCond,filtSampleID,filtSampleCode,filtNutSampleCond,filtNutSampleID,filtNutSampleBarcode,rawSampleCond,rawSampleID,rawSampleCode,rawNutSampleCond,rawNutSampleID,rawNutSampleBarcode,pcnSampleCond,pcnSampleID,pcnSampleCode,fieldDataQF,remarks
"ef9a8ab0-2a5e-4935-8a71-89369d1e10a9","D19","CARI","CARI.AOS.S2","2020-10-07T19:30Z","CARI.SS.20201007","CARI.SS.20201007",1,"2020-10-07T21:30Z","2020-10-07T21:30Z",750.0,"within 24 hours of collection","Sample condition ok","CARI.SS.20201007.FIL","A00000305280","Sample condition ok","CARI.SS.20201007.FIL.NUT","B00000126094","Sample condition ok","CARI.SS.20201007.RAW","A00000305291","Sample condition ok","CARI.SS.20201007.RAW.NUT","B00000126093",,,,,
"fce468d7-04cf-45bd-b2da-1b75f1397819","D19","CARI","CARI.AOS.S2","2020-10-14T19:50Z","CARI.SS.20201014","CARI.SS.20201014",1,"2020-10-14T22:11Z","2020-10-14T22:11Z",750.0,"within 24 hours of collection","Sample condition ok","CARI.SS.20201014.FIL","A00000305281","Sample condition ok","CARI.SS.20201014.FIL.NUT","B00000126091","Sample condition ok","CARI.SS.20201014.RAW","A00000305272","Sample condition ok","CARI.SS.20201014.RAW.NUT","B00000126092",,,,,
