uid,domainID,siteID,namedLocation,collectDate,parentSampleID,sampleID,replicateNumber,processedDate,processedDateFilters,sampleVolumeFiltered,shipmentTimeRange,filtSampleCond,filtSampleID,filtSampleCode,filtNutSampleCond,filtNutSampleID,filtNutSampleBarcode,rawSampleCond,rawSampleID,rawSampleCode,rawNutSampleCond,rawNutSampleID,rawNutSampleBarcode,pcnSampleCond,pcnSampleID,pcnSampleCode,fieldDataQF,remarks
"03165b4d-3e7a-4e62-a03b-777433ffb2b7","D01","HOPB","HOPB.AOS.S2","2023-09-06T13:53Z","HOPB.SS.20230906","HOPB.SS.20230906",1,"2023-09-06T13:53Z",,,"within 24 hours of collection","Sample condition ok","HOPB.SS.20230906.FIL","A00000159084","Sample condition ok","HOPB.SS.20230906.FIL.NUT","B00000165670","Sample condition ok","HOPB.SS.20230906.RAW","A00000159068","Sample condition ok","HOPB.SS.20230906.RAW.NUT","B00000165669",,,,,
"5150a3e2-41cc-4b02-a5c9-8a6c33edf0d4","D01","HOPB","HOPB.AOS.S2","2023-09-19T12:57Z","HOPB.SS.20230919","HOPB.SS.20230919",1,"2023-09-19T15:05Z",,,"within 24 hours of collection","Sample condition ok","HOPB.SS.20230919.FIL","A00000159076","Sample condition ok","HOPB.SS.20230919.FIL.NUT","B00000165710","Sample condition ok","HOPB.SS.20230919.RAW","A00000159063","Sample condition ok","HOPB.SS.20230919.RAW.NUT","B00000165672",,,,,
