uid,domainID,siteID,namedLocation,collectDate,parentSampleID,sampleID,replicateNumber,processedDate,processedDateFilters,sampleVolumeFiltered,shipmentTimeRange,filtSampleCond,filtSampleID,filtSampleCode,filtNutSampleCond,filtNutSampleID,filtNutSampleBarcode,rawSampleCond,rawSampleID,rawSampleCode,rawNutSampleCond,rawNutSampleID,rawNutSampleBarcode,pcnSampleCond,pcnSampleID,pcnSampleCode,fieldDataQF,remarks
"2ba69a43-3751-4509-bdb1-e023c368a1ab","D02","POSE","POSE.AOS.S2","2018-10-02T13:24Z","POSE.SS.20181002","POSE.SS.20181002",1,"2018-10-02T13:24Z","2018-10-02T14:50Z",400.0,,"Sample condition ok","POSE.SS.20181002.FIL","A00000034657",,,,"Sample condition ok","POSE.SS.20181002.RAW","A00000034656",,,,"Sample condition ok","POSE.SS.20181002.PCN","A00000034658",,
"56cff1d2-c527-4748-9b3a-ea556b077c43","D02","POSE","POSE.AOS.S2","2018-10-09T12:52Z","POSE.SS.20181009","POSE.SS.20181009",1,"2018-10-09T12:52Z","2018-10-09T14:25Z",350.0,,"Sample condition ok","POSE.SS.20181009.FIL","A00000034665",,,,"Sample condition ok","POSE.SS.20181009.RAW","A00000034664",,,,"Sample condition ok","POSE.SS.20181009.PCN","A00000034670",,
