uid,domainID,siteID,namedLocation,sampleID,sampleCode,startDate,collectDate,laboratoryName,analyte,analyteConcentration,analyteUnits,analysisDate,belowDetectionQF,coolerTemp,remarks,shipmentWarmQF,externalLabDataQF,sampleCondition
"4d6bd662-b38b-4314-943d-a0f63af48037","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.FIL",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","K",4.2860,"milligramsPerLiter",,,6.0,,0,"formatChange|legacyData","GOOD"
"cf40da8c-a005-41ea-acc3-318852a1653b","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.FIL",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","Cl",2.5400,"milligramsPerLiter",,,6.0,,0,"formatChange|legacyData","GOOD"
"71f432db-7ac9-48b5-9473-b672cf12f85e","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.FIL",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","NH4 - N",0.0340,"milligramsPerLiter",,"BDL",6.0,,0,"formatChange|legacyData","GOOD"
"305b4711-8867-4b25-88d2-2218892f4319","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.FIL",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","UV Absorbance (254 nm)",0.0746,,,,6.0,,0,"formatChange|legacyData","GOOD"
"710a1c12-0713-4c00-be56-ff4135ad241a","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.FIL",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","TDN",0.2931,"milligramsPerLiter",,,6.0,,0,"formatChange|legacyData","GOOD"
"8aa563a4-b224-41b6-9145-51d24db8f26f","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.RAW",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","TSS - Dry Mass",400.0000,"microgram",,,6.0,,0,"formatChange|legacyData","GOOD"
"0c112fe4-834f-4ed0-b5cb-490a5f660c63","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.FIL",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","UV Absorbance (280 nm)",0.0483,,,,6.0,,0,"formatChange|legacyData","GOOD"
"e0c626ee-d4d2-48fb-9907-b0dd16a04d5a","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.RAW",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","ANC",8.8900,"milliequivalentsPerLiter",,,6.0,,0,"formatChange|legacyData","GOOD"
"be451b93-a549-4a62-bbb6-9ebd70d1702a","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.PCN",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","TPC",316.7426,"microgramsPerLiter",,,6.0,,0,"formatChange|legacyData","GOOD"
"389e666b-e0ed-48d8-a52c-1652d6e1ef12","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.RAW",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","TP",0.0250,"milligramsPerLiter",,,6.0,,0,"formatChange|legacyData","GOOD"
"a721721f-ae8d-4e30-a017-c893d63900b5","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.FIL",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","DIC",67.5600,"milligramsPerLiter",,,6.0,,0,"formatChange|legacyData","GOOD"
"08f6083d-0872-4445-9430-ef0809e26496","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.RAW",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","TSS",16.4000,"milligramsPerLiter",,,6.0,,0,"formatChange|legacyData","GOOD"
"b14548d8-490b-44a6-9d48-0103191e1dbd","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.FIL",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","Si",12.9400,"milligramsPerLiter",,,6.0,,0,"formatChange|legacyData","GOOD"
"d9269b5d-1cff-4428-ab03-1318864ab777","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.FIL",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","SO4",4.8800,"milligramsPerLiter",,,6.0,,0,"formatChange|legacyData","GOOD"
"d2c08153-fd90-4dc4-9d9e-3097eb27b18d","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.RAW",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","TN",0.2881,"milligramsPerLiter",,,6.0,,0,"formatChange|legacyData","GOOD"
"32d8ee46-a1c5-491a-948d-d9e7712475e4","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.FIL",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","DOC",2.6600,"milligramsPerLiter",,,6.0,,0,"formatChange|legacyData","GOOD"
"f63af725-e30c-4a93-8502-c29e1258e6d1","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20161004.PCN",,"2016-10-04T14:20Z","2016-10-04T14:20Z","EcoCore_CSU","TPN",118.8648,"microgramsPerLiter",,,6.0,,0,"formatChange|legacyData","GOOD"
