uid,domainID,siteID,namedLocation,sampleID,sampleCode,startDate,collectDate,laboratoryName,analyte,analyteConcentration,analyteUnits,analysisDate,belowDetectionQF,coolerTemp,remarks,shipmentWarmQF,externalLabDataQF,sampleCondition
"0363e754-c676-4946-a546-f66df1e29572","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.RAW",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","ANC",0.5400,"milliequivalentsPerLiter",,,1.8,,0,"formatChange|legacyData","GOOD"
"0d9041cd-0a1a-440e-be9a-6e5a37252d35","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.FIL",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","Mg",1.4700,"milligramsPerLiter",,,1.8,,0,"formatChange|legacyData","GOOD"
"3258ea06-91c8-4b11-a639-6f1b0c686d74","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.FIL",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","Mn",0.0180,"milligramsPerLiter",,,1.8,,0,"formatChange|legacyData","GOOD"
"25a94965-fb7b-4814-af6c-3dec561e842a","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.FIL",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","DIC",1.5890,"milligramsPerLiter",,,1.8,,0,"formatChange|legacyData","GOOD"
"1cd8c5de-81d8-45c7-97de-f813b50945a9","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.PCN",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","TPN",965.6543,"microgramsPerLiter",,,1.8,,0,"formatChange|legacyData","GOOD"
"3660cfcf-985e-4e21-a8bd-fe35bc216bd9","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.FIL",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","F",0.0005,"milligramsPerLiter",,"BDL",1.8,,0,"formatChange|legacyData","GOOD"
"e6f73641-25fa-41af-a728-778c024f875a","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.FIL",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","NH4 - N",0.0060,"milligramsPerLiter",,"BDL",1.8,,0,"formatChange|legacyData","GOOD"
"2135b012-bdd4-4740-84e7-1f4f2ae3c3a7","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.FIL",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","SO4",5.1100,"milligramsPerLiter",,,1.8,,0,"formatChange|legacyData","GOOD"
"50b93906-cee1-4539-9d68-eb34fe8aa3db","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.FIL",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","Fe",0.0580,"milligramsPerLiter",,,1.8,,0,"formatChange|legacyData","GOOD"
"9f2e64eb-c8a9-4085-8a36-9dc909081f6b","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.FIL",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","UV Absorbance (280 nm)",0.0325,,,,1.8,,0,"formatChange|legacyData","GOOD"
"1cbdb148-c6ec-4b14-a0f6-2b2e5d18aa94","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.FIL",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","Ortho - P",0.0320,"milligramsPerLiter",,,1.8,,0,"formatChange|legacyData","GOOD"
"cffe125e-9556-464e-9b3f-c8b84f2f6963","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.FIL",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","DOC",2.7700,"milligramsPerLiter",,,1.8,,0,"formatChange|legacyData","GOOD"
"8b9aa95b-2517-4bc9-95d8-c984c572dad6","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.FIL",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","K",0.7200,"milligramsPerLiter",,,1.8,,0,"formatChange|legacyData","GOOD"
"57a57a0c-3a41-4212-ac0a-8b38b8183b8e","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.FIL",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","Br",,"milligramsPerLiter",,"ND",1.8,,0,"formatChange|legacyData","GOOD"
"681bb891-1d8f-4a85-a934-784c7f7a44a6","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.RAW",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","TOC",2.0760,"milligramsPerLiter",,,1.8,,0,"formatChange|legacyData","GOOD"
"8db7abc9-7c4a-406b-931a-2c0d370b85ec","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.FIL",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","Si",5.1956,"milligramsPerLiter",,,1.8,,0,"formatChange|legacyData","GOOD"
"3815b846-916b-41b5-b8a3-16bed34fa044","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.FIL",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","TDN",0.2222,"milligramsPerLiter",,,1.8,,0,"formatChange|legacyData","GOOD"
"97e6f267-8882-4446-b66e-581609a79875","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170117.FIL",,"2017-01-17T15:30Z","2017-01-17T15:30Z","EcoCore_CSU","Na",19.1200,"milligramsPerLiter",,,1.8,,0,"formatChange|legacyData","GOOD"
