uid,domainID,siteID,namedLocation,sampleID,sampleCode,startDate,collectDate,laboratoryName,analyte,analyteConcentration,analyteUnits,analysisDate,belowDetectionQF,coolerTemp,remarks,shipmentWarmQF,externalLabDataQF,sampleCondition
"56466634-d55b-4176-9eef-e8701ab117f2","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20210303.FIL.NUT","B00000041888","2021-03-04T00:44Z","2021-03-04T00:44Z","Florida International University","NH4 - N",,"milligramsPerLiter","2022-02-16","ND",-1.0,,0,,"OK"
"48c39e60-65d9-46eb-aef8-e9f139fecb5c","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20210303.POM.1","A00000108717","2021-03-04T00:44Z","2021-03-04T00:44Z","SIRFER Lab at University of Utah","TPC",521.8299,"microgramsPerLiter",,,,,-1,,"OK"
"7ad2b83f-7cf4-4da2-8c87-87c5914675f6","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20210303.FIL.NUT","B00000041888","2021-03-04T00:44Z","2021-03-04T00:44Z","Florida International University","NO2 - N",0.0053,"milligramsPerLiter","2022-02-16",,-1.0,,0,,"OK"
"26e59bb6-011b-4eae-886c-7cdc5551e3e9","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20210303.FIL.NUT","B00000041888","2021-03-04T00:44Z","2021-03-04T00:44Z","Florida International University","TDP",0.0058,"milligramsPerLiter","2022-04-07",,-1.0,,0,,"OK"
"66dce9cf-54e6-4bb8-bfba-648f743438d9","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20210303.FIL.NUT","B00000041888","2021-03-04T00:44Z","2021-03-04T00:44Z","Florida International University","NO3+NO2 - N",0.0082,"milligramsPerLiter","2022-02-16",,-1.0,,0,,"OK"
"25f7b00d-3100-4bf3-8a10-00b893f9703e","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20210303.RAW.NUT","B00000041889","2021-03-04T00:44Z","2021-03-04T00:44Z","Florida International University","TP",0.0060,"milligramsPerLiter","2022-01-20",,-1.0,,0,,"OK"
"4618df55-098f-4cf9-b641-1f60d137a560","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20210303.FIL.NUT","B00000041888","2021-03-04T00:44Z","2021-03-04T00:44Z","Florida International University","Ortho - P",0.0065,"milligramsPerLiter","2022-02-16",,-1.0,,0,,"OK"
"ab7aea2f-c6d3-421f-9842-d05cfae1af07","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20210303.POM.1","A00000108717","2021-03-04T00:44Z","2021-03-04T00:44Z","SIRFER Lab at University of Utah","TPN",32.9040,"microgramsPerLiter",,,,,-1,,"OK"
"2474f245-6393-401f-866e-8f9e8b52f287","D16","MCRA","MCRA.AOS.reach","MCRA.RE.20210310.FIL","A00000108737","2021-03-11T01:08Z","2021-03-11T01:08Z","EcoCore_CSU","Mg",0.7960,"milligramsPerLiter",,,14.0,,1,,"Cold Chain Broken"
"bbdbd328-d58c-4bea-81be-b630e4f6970a","D16","MCRA","MCRA.AOS.reach","MCRA.RE.20210310.FIL","A00000108737","2021-03-11T01:08Z","2021-03-11T01:08Z","EcoCore_CSU","DOC",,"milligramsPerLiter",,,14.0,,1,,"Sample Received Warm But Not Analyzable"
