uid,domainID,siteID,namedLocation,sampleID,sampleCode,startDate,collectDate,laboratoryName,analyte,analyteConcentration,analyteUnits,analysisDate,belowDetectionQF,coolerTemp,remarks,shipmentWarmQF,externalLabDataQF,sampleCondition
"8e615821-bfc7-4369-9c24-1f812dfa8fc0","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20210503.FIL","A00000272371","2021-05-03T15:47Z","2021-05-03T15:47Z","EcoCore_CSU","Mn",,"milligramsPerLiter","2022-10-12","ND",2.6,,0,,"OK"
"3251bd6f-54a8-49cf-8f15-0674dd4ad190","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20210503.FIL","A00000272371","2021-05-03T15:47Z","2021-05-03T15:47Z","EcoCore_CSU","K",4.3590,"milligramsPerLiter","2022-10-12",,2.6,,0,,"OK"
"f9651a29-fe55-4b19-b057-92802f4615a9","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20210503.RAW","A00000272520","2021-05-03T15:47Z","2021-05-03T15:47Z","EcoCore_CSU","TSS",,"milligramsPerLiter",,"ND",2.6,"TSS vol in ml = 100",0,,"OK"
"c8781eea-9ff4-45bd-b65e-2ef4d6cb9676","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20210503.FIL.NUT","B00000036591","2021-05-03T15:47Z","2021-05-03T15:47Z","Florida International University","NO2 - N",0.0224,"milligramsPerLiter","2022-01-11",,-1.0,,0,,"OK"
"9a1e6553-dd29-46a7-9e8c-d1625339181f","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20210503.FIL","A00000272371","2021-05-03T15:47Z","2021-05-03T15:47Z","EcoCore_CSU","DOC",5.6910,"milligramsPerLiter",,,2.6,,0,,"OK"
"28c4d5c8-961c-4537-883f-f8214fcf79b5","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20210503.FIL.NUT","B00000036591","2021-05-03T15:47Z","2021-05-03T15:47Z","Florida International University","NO3+NO2 - N",0.2998,"milligramsPerLiter","2022-01-11",,-1.0,,0,,"OK"
"3702775e-016d-4368-8bb2-4ccce2635448","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20210503.FIL","A00000272371","2021-05-03T15:47Z","2021-05-03T15:47Z","EcoCore_CSU","TDS",555.6000,"milligramsPerLiter",,,2.6,,0,,"OK"
"27cd5786-e411-43a6-aa05-c34aa548eb44","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20210503.FIL","A00000272371","2021-05-03T15:47Z","2021-05-03T15:47Z","EcoCore_CSU","Mg",15.1600,"milligramsPerLiter","2022-10-12",,2.6,,0,,"OK"
"88043bc6-9649-49d6-b611-5155e64f3031","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20210503.FIL","A00000272371","2021-05-03T15:47Z","2021-05-03T15:47Z","EcoCore_CSU","TDN",0.7570,"milligramsPerLiter",,,2.6,,0,,"OK"
"ebcea16c-53f0-4620-baea-94bb951e6a18","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20210503.FIL","A00000272371","2021-05-03T15:47Z","2021-05-03T15:47Z","EcoCore_CSU","Cl",23.3920,"milligramsPerLiter","2021-10-26",,2.6,,0,,"OK"
"647e3823-4681-4685-b76b-b90b7adab49c","D11","PRIN","PRIN.AOS.S2","PRIN.SS.20210503.POM.1","A00000272707","2021-05-03T15:47Z","2021-05-03T15:47Z","SIRFER Lab at University of Utah","TPN",36.4000,"microgramsPerLiter",,,,,-1,,"OK"
