uid,domainID,siteID,namedLocation,sampleID,sampleCode,startDate,collectDate,laboratoryName,analyte,analyteConcentration,analyteUnits,analysisDate,belowDetectionQF,coolerTemp,remarks,shipmentWarmQF,externalLabDataQF,sampleCondition
"b061fa08-ce7c-4a81-95be-45d8b2873850","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170214.PCN",,"2017-02-14T15:40Z","2017-02-14T15:40Z","EcoCore_CSU","TPC",562.9554,"microgramsPerLiter",,,2.9,,0,"formatChange|legacyData","GOOD"
"02bbb75d-ac4d-435d-baf0-1fbe4d65fb11","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170214.FIL",,"2017-02-14T15:40Z","2017-02-14T15:40Z","EcoCore_CSU","K",0.6707,"milligramsPerLiter",,,2.9,,0,"formatChange|legacyData","GOOD"
"489d0c0c-9a51-4d1c-8499-afe9e146165c","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170214.FIL",,"2017-02-14T15:40Z","2017-02-14T15:40Z","EcoCore_CSU","Ca",5.0045,"milligramsPerLiter",,,2.9,,0,"formatChange|legacyData","GOOD"
"f0d8526d-8371-4c10-912d-77cd2f9faf6f","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170214.RAW",,"2017-02-14T15:40Z","2017-02-14T15:40Z","EcoCore_CSU","ANC",0.3690,"milliequivalentsPerLiter",,,2.9,,0,"formatChange|legacyData","GOOD"
"d49383b7-2942-459b-aba3-501a9afe21d1","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170214.FIL",,"2017-02-14T15:40Z","2017-02-14T15:40Z","EcoCore_CSU","TDS",78.7400,"milligramsPerLiter",,,2.9,,0,"formatChange|legacyData","GOOD"
"c713b153-3717-402f-ad03-cad9d98c7405","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170214.FIL",,"2017-02-14T15:40Z","2017-02-14T15:40Z","EcoCore_CSU","NO2 - N",0.0150,"milligramsPerLiter",,"BDL",2.9,,0,"formatChange|legacyData","GOOD"
"a3a44e7b-0688-4b23-97f3-7002b3017759","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170214.FIL",,"2017-02-14T15:40Z","2017-02-14T15:40Z","EcoCore_CSU","Br",0.0005,"milligramsPerLiter",,"BDL",2.9,,0,"formatChange|legacyData","GOOD"
"37ce8f91-9d9c-4cf6-80df-339309f9252d","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170214.FIL",,"2017-02-14T15:40Z","2017-02-14T15:40Z","EcoCore_CSU","Ortho - P",0.0310,"milligramsPerLiter",,,2.9,,0,"formatChange|legacyData","GOOD"
"b3a6ca52-27ce-44f7-823e-f56823bcc2e0","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170214.FIL",,"2017-02-14T15:40Z","2017-02-14T15:40Z","EcoCore_CSU","SO4",4.1800,"milligramsPerLiter",,,2.9,,0,"formatChange|legacyData","GOOD"
"3f37f1f1-e1d2-4416-85a6-adc0ca5c6a43","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20170214.RAW",,"2017-02-14T15:40Z","2017-02-14T15:40Z","EcoCore_CSU","specificConductance",112.3000,"microsiemensPerCentimeter",,,2.9,,0,"formatChange|legacyData","GOOD"
