uid,domainID,siteID,namedLocation,sampleID,sampleCode,startDate,collectDate,laboratoryName,analyte,analyteConcentration,analyteUnits,analysisDate,belowDetectionQF,coolerTemp,remarks,shipmentWarmQF,externalLabDataQF,sampleCondition
"5ce5eeb2-a96e-423f-bbf1-2c3c72f22b41","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20161018.FIL",,"2016-10-18T13:50Z","2016-10-18T13:50Z","EcoCore_CSU","K",1.0580,"milligramsPerLiter",,,3.8,,0,"formatChange|legacyData","GOOD"
"3f7892f9-6ed7-40d9-97da-c00b7ed9bfec","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20161018.FIL",,"2016-10-18T13:50Z","2016-10-18T13:50Z","EcoCore_CSU","NO3+NO2 - N",0.0140,"milligramsPerLiter",,"BDL",3.8,,0,"formatChange|legacyData","GOOD"
"916a5aa7-b63b-4112-97c2-a2dd2477d809","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20161018.RAW",,"2016-10-18T13:50Z","2016-10-18T13:50Z","EcoCore_CSU","TSS - Dry Mass",200.0000,"microgram",,,3.8,,0,"formatChange|legacyData","GOOD"
"e07263ef-ba64-4043-8ee3-b8037bb5f420","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20161018.FIL",,"2016-10-18T13:50Z","2016-10-18T13:50Z","EcoCore_CSU","Fe",0.6220,"milligramsPerLiter",,,3.8,,0,"formatChange|legacyData","GOOD"
"048b534e-ba94-4f35-bd95-e3168e86dc64","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20161018.FIL",,"2016-10-18T13:50Z","2016-10-18T13:50Z","EcoCore_CSU","SO4",6.2000,"milligramsPerLiter",,,3.8,,0,"formatChange|legacyData","GOOD"
"150ba8aa-e5bf-4ca9-a357-5a904a905f71","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20161018.FIL",,"2016-10-18T13:50Z","2016-10-18T13:50Z","EcoCore_CSU","DIC",3.0870,"milligramsPerLiter",,,3.8,,0,"formatChange|legacyData","GOOD"
"49e50433-0093-4588-9942-4e915655d209","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20161018.RAW",,"2016-10-18T13:50Z","2016-10-18T13:50Z","EcoCore_CSU","TP",0.0030,"milligramsPerLiter",,,3.8,,0,"formatChange|legacyData","GOOD"
"59e40d10-e8ce-447c-8e92-bba8f267059b","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20161018.FIL",,"2016-10-18T13:50Z","2016-10-18T13:50Z","EcoCore_CSU","Na",13.3818,"milligramsPerLiter",,,3.8,,0,"formatChange|legacyData","GOOD"
"e8da1d8b-a2ae-4715-a495-e120eb463082","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20161018.FIL",,"2016-10-18T13:50Z","2016-10-18T13:50Z","EcoCore_CSU","Mg",1.3830,"milligramsPerLiter",,,3.8,,0,"formatChange|legacyData","GOOD"
"1af5becc-d58d-4dbf-8823-a4a4ff59b09b","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20161018.FIL",,"2016-10-18T13:50Z","2016-10-18T13:50Z","EcoCore_CSU","Ortho - P",0.0260,"milligramsPerLiter",,,3.8,,0,"formatChange|legacyData","GOOD"
"5d01bd91-c929-4dc6-96d3-3c302698820b","D01","HOPB","HOPB.AOS.S2","HOPB.SS.20161018.RAW",,"2016-10-18T13:50Z","2016-10-18T13:50Z","EcoCore_CSU","TN",0.1023,"milligramsPerLiter",,,3.8,,0,"formatChange|legacyData","GOOD"
