uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,elevation,elevationUncertainty,geodeticDatum,altLocation,altLatitude,altLongitude,altCoordinateUncertainty,altGeodeticDatum,collectDate,aquaticSiteType,samplingImpractical,waterChemSamplesCollected,parentSampleID,eventID,samplerType,dissolvedOxygen,dissolvedOxygenSaturation,specificConductance,waterTemp,swcSamplingProtocolVersion,lowerSegmentDepth,upperSegmentDepth,maxDepth,lakeSampleDepth1,lakeSampleDepth2,aCollectedBy,bCollectedBy,remarks,fieldDataQF
"e85ce2e2-a5a4-49d3-9397-9675331e2e2f","D01","HOPB","HOPB.AOS.S2",42.471741,-72.330664,1.0,10.0,213.6,1.0,"WGS84",,,,,,"2022-01-18T15:22Z","stream",,"Y","HOPB.SS.20220118","HOPB.20220118","Grab",14.00,95.77,119.90,0.00,"NEON.DOC.002905vH",,,,,,"0000-0003-4958-6412","0000-0003-1933-3182",,
"78631cea-d86f-4c58-9905-68b704df2695","D01","HOPB","HOPB.AOS.S2",42.471741,-72.330664,1.0,10.0,213.6,1.0,"WGS84",,,,,,"2022-01-25T15:05Z","stream",,"Y","HOPB.SS.20220125","HOPB.20220125","Grab",13.93,98.30,99.00,0.10,"NEON.DOC.002905vH",,,,,,"0000-0003-1934-4447","0000-0003-4958-6412",,
