uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,elevation,elevationUncertainty,geodeticDatum,altLocation,altLatitude,altLongitude,altCoordinateUncertainty,altGeodeticDatum,collectDate,aquaticSiteType,samplingImpractical,waterChemSamplesCollected,parentSampleID,eventID,samplerType,dissolvedOxygen,dissolvedOxygenSaturation,specificConductance,waterTemp,swcSamplingProtocolVersion,lowerSegmentDepth,upperSegmentDepth,maxDepth,lakeSampleDepth1,lakeSampleDepth2,aCollectedBy,bCollectedBy,remarks,fieldDataQF
"99635d81-8444-4e29-ac0a-4e5f27dd6ea6","D11","PRIN","PRIN.AOS.S2",33.378430,-97.781508,1.1,10.0,251.1,1.0,"WGS84",,,,,,"2019-07-10T15:35Z","stream",,,"PRIN.SS.20190710","PRIN.20190710","Grab",5.20,64.80,844.00,26.50,"NEON.DOC.002905vF",,,,,,"0000-0002-1844-4553","0000-0002-1844-4553",,
"0ba5f3bb-9484-42f3-9884-fc09a0c99a61","D11","PRIN","PRIN.AOS.S2",33.378430,-97.781508,1.1,10.0,251.1,1.0,"WGS84",,,,,,"2019-07-30T15:27Z","stream",,,"PRIN.SS.20190730","PRIN.20190730","Grab",5.05,60.40,810.00,24.30,"NEON.DOC.002905vF",,,,,,"0000-0003-2362-0002","0000-0002-1844-4553",,
